DataHora,Site,Termo,Cargo,Empresa,Localizacao,Codigo,Link
2026-09-08 09:54:32,ApInfo,help desk,Analista de Infra / Help Desk,Confidencial / ApInfo,Guarulhos - SP - 03/09/26,86010,https://www.apinfo.com/apinfo/inc/enviecv.cfm?codvaga=86010&pkey=kFZYrwYwKwkYrhrxjxnxysbqzWqTtTqWzW
2026-09-08 09:54:32,ApInfo,help desk,Estágio em Suporte de TI Help Desk N1,Confidencial / ApInfo,São Paulo - SP - 29/08/26,86075,https://www.apinfo.com/apinfo/inc/enviecv.cfm?codvaga=86075&pkey=kFZYrwYZYZkYrhrxjvjvysbqzWqzqzqWzW
2026-09-08 09:54:32,ApInfo,help desk,Analista Help Desk Jr,Confidencial / ApInfo,São Paulo - SP - 28/08/26,84983,https://www.apinfo.com/apinfo/inc/enviecv.cfm?codvaga=84983&pkey=kFZYZstFFkkYrhvSLIIcysbqztEqbHWWzW
2026-09-08 09:54:32,ApInfo,help desk,Analista de Help Desk,Confidencial / ApInfo,São Paulo - SP - 27/08/26,85776,https://www.apinfo.com/apinfo/inc/enviecv.cfm?codvaga=85776&pkey=kFZYrwwtvYkYrhrxxLMjysbqzWqqEHTWzW
2026-09-08 09:54:32,ApInfo,help desk,Estagiário em Help Desk,Confidencial / ApInfo,São Paulo - SP - 26/08/26,86043,https://www.apinfo.com/apinfo/inc/enviecv.cfm?codvaga=86043&pkey=kFZYrwYvwkkYrhrxjMxcysbqzWqTHqWWzW
2026-09-08 09:54:32,ApInfo,help desk,Auxiliar de Help Desk,Confidencial / ApInfo,Barueri - SP - 15/08/26,85294,https://www.apinfo.com/apinfo/inc/enviecv.cfm?codvaga=85294&pkey=kFZYZsKwZFkYrhvSnxvIysbqztqTttHWzW
2026-09-08 09:54:32,ApInfo,service desk,Analista de Service Desk,Confidencial / ApInfo,São Caetano do Sul - SP - 29/08/26,86087,https://www.apinfo.com/apinfo/inc/enviecv.cfm?codvaga=86087&pkey=vYZYrwYrwsYYthrxjrxSyHzqzWqzWtETTE
2026-09-08 09:54:32,ApInfo,service desk,Operador Service Desk,Confidencial / ApInfo,São Paulo - SP - 28/08/26,85311,https://www.apinfo.com/apinfo/inc/enviecv.cfm?codvaga=85311&pkey=vYZYZsKkKKYYthvSncnnyHzqztqTszTTTE
2026-09-09 11:05:30,Programathor,,Ubuntu Future Labs,Desenvolvedor(a) Mobile Flutter - Sênior,Remoto,prog_33724-desenvolvedor-a-mobile-flutter-senior,https://programathor.com.br/jobs/33724-desenvolvedor-a-mobile-flutter-senior
2026-09-09 11:05:30,Programathor,,RDC VIAGENS,Engenheiro de Automação IA Sênior,São Caetano do Sul/SP  (Híbrido),prog_33756-engenheiro-de-automacao-ia-senior,https://programathor.com.br/jobs/33756-engenheiro-de-automacao-ia-senior
2026-09-09 11:05:30,Programathor,,LOLDESIGN Soluções Digitais LTDA,Desenvolvedor Back-End Senior (AI Engineer),Remoto,prog_33685-desenvolvedor-back-end-senior-ai-engineer,https://programathor.com.br/jobs/33685-desenvolvedor-back-end-senior-ai-engineer
2026-09-09 11:05:30,Programathor,,Lyza/RS,"Desenvolvedor(a) Back-End Pleno - Automações de mensageria (META, WA Business)",Remoto,prog_33766-desenvolvedor-a-back-end-pleno-automacoes-de-mensageria-meta-wa-business,https://programathor.com.br/jobs/33766-desenvolvedor-a-back-end-pleno-automacoes-de-mensageria-meta-wa-business
2026-09-09 11:05:30,Programathor,,Crescer RH,Desenvolvedor(a) Back-End Pleno,Remoto,prog_33765-desenvolvedor-a-back-end-pleno,https://programathor.com.br/jobs/33765-desenvolvedor-a-back-end-pleno
2026-09-09 11:05:30,Programathor,,"CECAM - Consultoria Econômica, Contábil e Administrativa Municipal LTDA",Desenvolvedor(a) Fullstack Sênior,Remoto,prog_33764-desenvolvedor-a-fullstack-senior,https://programathor.com.br/jobs/33764-desenvolvedor-a-fullstack-senior
2026-09-09 11:05:30,Programathor,,📍 PRESENCIAL - SOMENTE PARA CANDIDATOS NO LOCAL,📍 PRESENCIAL - SOMENTE PARA CANDIDATOS NO LOCALMl. Full Stack Developer PHP,PagBrasil,prog_33754-ml-full-stack-developer-php,https://programathor.com.br/jobs/33754-ml-full-stack-developer-php
2026-09-09 11:05:30,Programathor,,AGL Solutions Consultoria em TI,Desenvolvedor Full Stack Sênior,Remoto,prog_33762-desenvolvedor-full-stack-senior,https://programathor.com.br/jobs/33762-desenvolvedor-full-stack-senior
2026-09-09 11:05:30,Programathor,,📍 PRESENCIAL - SOMENTE PARA CANDIDATOS NO LOCAL,📍 PRESENCIAL - SOMENTE PARA CANDIDATOS NO LOCALDesenvolvedor(a) - Back-End - Sênior,Nelsys Solutions,prog_33761-desenvolvedor-a-back-end-senior,https://programathor.com.br/jobs/33761-desenvolvedor-a-back-end-senior
2026-09-09 11:05:30,Programathor,,RDC VIAGENS,Engenheiro de Automação IA Sênior,São Caetano do Sul/SP  (Híbrido),prog_33760-engenheiro-de-automacao-ia-senior,https://programathor.com.br/jobs/33760-engenheiro-de-automacao-ia-senior
2026-09-09 11:05:30,Programathor,,Premiersoft,DevOps Pleno,Blumenau/SC  (Presencial),prog_33759-devops-pleno,https://programathor.com.br/jobs/33759-devops-pleno
2026-09-09 11:05:30,Programathor,,SR Gouveia assessoria em RH,Desenvolvedor(a) Back-End Senior (Líder de Tecnologia),são paulo  (Híbrido),prog_33758-desenvolvedor-a-back-end-senior-lider-de-tecnologia,https://programathor.com.br/jobs/33758-desenvolvedor-a-back-end-senior-lider-de-tecnologia
2026-09-09 11:05:30,Programathor,,RDC VIAGENS,Desenvolvedor(a) Front-End Pleno,São Caetano do Sul/SP  (Híbrido),prog_33755-desenvolvedor-a-front-end-pleno,https://programathor.com.br/jobs/33755-desenvolvedor-a-front-end-pleno
2026-09-09 11:05:30,Programathor,,RDC VIAGENS,Desenvolvedor(a) Back-End Pleno,São Caetano do Sul/SP  (Híbrido),prog_33757-desenvolvedor-a-back-end-pleno,https://programathor.com.br/jobs/33757-desenvolvedor-a-back-end-pleno
2026-09-09 11:05:30,Programathor,,Convolut,Desenvolvedor(a) Full Stack Python AI/LLM,São Paulo  (Híbrido),prog_33752-desenvolvedor-a-full-stack-python-ai-llm,https://programathor.com.br/jobs/33752-desenvolvedor-a-full-stack-python-ai-llm
2026-09-09 11:10:30,Vagas.com,,Confidencial,Analista de Helpdesk /SuporteTI— Pleno,São Paulo / SPA empresa aceita candidaturas de São Paulo e cidades próximas,vagas_analista-de-helpdesk-suporte-ti-pleno,https://www.vagas.com.br/vagas/v2832751/analista-de-helpdesk-suporte-ti-pleno
2026-09-09 11:10:30,Vagas.com,,Confidencial,Técnico deSuporteLocal (Informática) - RJ,Rio de Janeiro / RJA empresa aceita candidaturas de qualquer cidade do Brasil,vagas_tecnico-de-suporte-local-informatica-rj,https://www.vagas.com.br/vagas/v2834022/tecnico-de-suporte-local-informatica-rj
2026-09-09 11:10:30,Vagas.com,,Confidencial,Jovem Aprendiz - Operador deSuporteTécnico emTI,Rio de Janeiro / RJA empresa aceita candidaturas de Rio de Janeiro e cidades próximas,vagas_jovem-aprendiz-operador-de-suporte-tecnico-em-ti,https://www.vagas.com.br/vagas/v2830138/jovem-aprendiz-operador-de-suporte-tecnico-em-ti
2026-09-09 11:10:30,Vagas.com,,Confidencial,SP - Analista deSuporteDigital |TecnologiaAutomotiva,São Paulo / SPA empresa aceita candidaturas de São Paulo e cidades próximas,vagas_sp-analista-de-suporte-digital-tecnologia-automotiva,https://www.vagas.com.br/vagas/v2831944/sp-analista-de-suporte-digital-tecnologia-automotiva
2026-09-09 11:10:30,Vagas.com,,Confidencial,Estagio emTI,Rio de Janeiro / RJA empresa aceita apenas candidaturas de Rio de Janeiro,vagas_estagio-em-ti,https://www.vagas.com.br/vagas/v2830078/estagio-em-ti
2026-09-09 11:10:30,Vagas.com,,Confidencial,Gerente deTI,São Paulo / SPA empresa aceita apenas candidaturas de São Paulo,vagas_gerente-de-ti,https://www.vagas.com.br/vagas/v2829190/gerente-de-ti
2026-09-09 11:10:30,Vagas.com,,Confidencial,Assistente deTI,Vilhena / ROA empresa aceita candidaturas de qualquer cidade do Brasil,vagas_assistente-de-ti,https://www.vagas.com.br/vagas/v2833261/assistente-de-ti
2026-09-09 11:10:30,Vagas.com,,Confidencial,Analista deTI,Congonhas / MGA empresa aceita candidaturas de qualquer cidade do Brasil,vagas_analista-de-ti,https://www.vagas.com.br/vagas/v2833504/analista-de-ti
2026-09-09 11:10:30,Vagas.com,,Confidencial,Analista deTecnologiade Mineração Sr,Contagem / MGA empresa aceita candidaturas de Contagem e cidades próximas,vagas_analista-de-tecnologia-de-mineracao-sr,https://www.vagas.com.br/vagas/v2832783/analista-de-tecnologia-de-mineracao-sr
2026-09-09 11:10:30,Vagas.com,,Confidencial,Técnico deTecnologiada Informação IV,100% Home Office,vagas_tecnico-de-tecnologia-da-informacao-iv,https://www.vagas.com.br/vagas/v2833879/tecnico-de-tecnologia-da-informacao-iv
2026-09-09 11:10:30,Vagas.com,,Confidencial,Técnico deInformáticaField,São Paulo / SPA empresa aceita candidaturas de qualquer cidade do Brasil,vagas_tecnico-de-informatica-field,https://www.vagas.com.br/vagas/v2830885/tecnico-de-informatica-field
2026-09-09 11:10:30,Vagas.com,,Confidencial,Analista deTI(Protheus),Contagem / MGA empresa aceita candidaturas de Contagem e cidades próximas,vagas_analista-de-ti-protheus,https://www.vagas.com.br/vagas/v2832081/analista-de-ti-protheus
2026-09-09 11:10:30,Vagas.com,,Confidencial,Analista de Projetos deTISr,Sacramento / MGA empresa aceita candidaturas de qualquer cidade do Brasil,vagas_analista-de-projetos-de-ti-sr,https://www.vagas.com.br/vagas/v2824435/analista-de-projetos-de-ti-sr
2026-09-09 11:10:30,Vagas.com,,Confidencial,Confidencial / ApInfo,Analista deTISênior Bilíngue - 115604,vagas_analista-de-ti-senior-bilingue-115604,https://www.vagas.com.br/vagas/v2830338/analista-de-ti-senior-bilingue-115604
2026-09-09 11:10:30,Vagas.com,,Confidencial,Assistente de Infraestrutura deTI,Belo Horizonte / MGA empresa aceita apenas candidaturas de Belo Horizonte,vagas_assistente-de-infraestrutura-de-ti,https://www.vagas.com.br/vagas/v2830534/assistente-de-infraestrutura-de-ti
2026-09-09 11:10:30,Vagas.com,,Confidencial,Coordenador deTecnologiae Inovação,Vinhedo / SPA empresa aceita candidaturas de Vinhedo e cidades próximas,vagas_coordenador-de-tecnologia-e-inovacao,https://www.vagas.com.br/vagas/v2833315/coordenador-de-tecnologia-e-inovacao
2026-09-09 11:10:30,Vagas.com,,Confidencial,Supervisor deTecnologiada Informação,Belo Horizonte / MGA empresa aceita candidaturas de qualquer cidade do Brasil,vagas_supervisor-de-tecnologia-da-informacao,https://www.vagas.com.br/vagas/v2832663/supervisor-de-tecnologia-da-informacao
2026-09-09 11:10:30,Vagas.com,,Confidencial,Analista de Produtos Sr -Tecnologia,São Paulo / SPA empresa aceita candidaturas de São Paulo e cidades próximas,vagas_analista-de-produtos-sr-tecnologia,https://www.vagas.com.br/vagas/v2833379/analista-de-produtos-sr-tecnologia
2026-09-09 11:10:30,Vagas.com,,Confidencial,Técnico emInformática(Campo),Rio de Janeiro / RJA empresa aceita apenas candidaturas de Rio de Janeiro,vagas_tecnico-em-informatica-campo,https://www.vagas.com.br/vagas/v2827485/tecnico-em-informatica-campo
2026-09-09 11:10:30,Vagas.com,,Confidencial,Coordenador deTecnologiade Mina,Araxá / MGA empresa aceita candidaturas de qualquer cidade do Brasil,vagas_coordenador-de-tecnologia-de-mina,https://www.vagas.com.br/vagas/v2826658/coordenador-de-tecnologia-de-mina
2026-09-09 11:10:30,Vagas.com,,Confidencial,Analista InfraestruturaTISr,São Paulo / SPA empresa aceita apenas candidaturas de São Paulo,vagas_analista-infraestrutura-ti-sr,https://www.vagas.com.br/vagas/v2831876/analista-infraestrutura-ti-sr
2026-09-09 11:10:30,Vagas.com,,Confidencial,Assistente de Negócios emTI,São Paulo / SPA empresa aceita candidaturas de São Paulo e cidades próximas,vagas_assistente-de-negocios-em-ti,https://www.vagas.com.br/vagas/v2833598/assistente-de-negocios-em-ti
2026-09-09 11:10:30,Vagas.com,,Confidencial,Gerente de Operações deTI,Brasília / DFA empresa aceita candidaturas de Brasília e cidades próximas,vagas_gerente-de-operacoes-de-ti,https://www.vagas.com.br/vagas/v2831542/gerente-de-operacoes-de-ti
2026-09-09 11:10:30,Vagas.com,,Confidencial,Auxiliar deTI- Arujá SP,Arujá / SPA empresa aceita candidaturas de Arujá e cidades próximas,vagas_auxiliar-de-ti-aruja-sp,https://www.vagas.com.br/vagas/v2833071/auxiliar-de-ti-aruja-sp
2026-09-10 10:52:51,Vagas.com,,Confidencial,Especialista deTI(Suporte),Rio de Janeiro / RJA empresa aceita candidaturas de qualquer cidade do Brasil,vagas_especialista-de-ti-suporte,https://www.vagas.com.br/vagas/v2834348/especialista-de-ti-suporte
2026-09-10 10:57:31,ApInfo,Python,Confidencial / ApInfo,Pessoa Engenheira de Python Sênior,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,Python,Confidencial / ApInfo,Desenvolvedor(a) Backend Python,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,Python,Confidencial / ApInfo,Desenvolvedor Python Fullstack Sr - React,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,Python,Confidencial / ApInfo,Nova Pesquisa		Pular para a página :,Não informado,00000,"https://www.apinfo.com/list4.cfm?wparam=ZtZhxqhhwZFtlvYkZwZqKYY,1,0,1,0,2,0,1,2"
2026-09-10 10:57:31,ApInfo,Java,Confidencial / ApInfo,QA Automação Sênior (Java/Selenium),Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,Java,Confidencial / ApInfo,Arquiteto de Soluções - JAVA / Cloud - Hibrido SP,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,React,Confidencial / ApInfo,Desenvolvedor Fullstack (Node e React) Sr.,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,React,Confidencial / ApInfo,Desenvolvedor(a) Júnior — Full Stack React + Node,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,React,Confidencial / ApInfo,Desenvolvedor Fullstack .Net e React,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,React,Confidencial / ApInfo,Desenvolvedor(a) Fullstack Java/React Sênior,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,React,Confidencial / ApInfo,Desenvolvedor Mobile – React Native / Xamarin,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,Full Stack,Confidencial / ApInfo,ANALISTA DESENVOLVEDOR FULLSTACK .NET,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,Full Stack,Confidencial / ApInfo,Desenvolvedor Full Stack Pleno PJ Híbrido RJ,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,Suporte,Confidencial / ApInfo,Tecnico de suporte hibrida sp capital,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 10:57:31,ApInfo,Suporte,Confidencial / ApInfo,Analista de Suporte a redes de computadores,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Python,Confidencial,Pessoa Engenheira de Python Sênior,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Python,Confidencial,Desenvolvedor(a) Backend Python,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Python,Confidencial,Desenvolvedor Python Fullstack Sr - React,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Python,Confidencial,Nova Pesquisa		Pular para a página :,Não informado,00000,"https://www.apinfo.com/list4.cfm?wparam=ZtwhxqhhwZFtlvYkZwZqKYY,1,0,1,0,2,0,1,2"
2026-09-10 11:07:01,ApInfo,Java,Confidencial,QA Automação Sênior (Java/Selenium),Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Java,Confidencial,Arquiteto de Soluções - JAVA / Cloud - Hibrido SP,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,React,Confidencial,Desenvolvedor Fullstack (Node e React) Sr.,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,React,Confidencial,Desenvolvedor(a) Júnior — Full Stack React + Node,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,React,Confidencial,Desenvolvedor Fullstack .Net e React,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,React,Confidencial,Desenvolvedor(a) Fullstack Java/React Sênior,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,React,Confidencial,Desenvolvedor Mobile – React Native / Xamarin,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Full Stack,Confidencial,ANALISTA DESENVOLVEDOR FULLSTACK .NET,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Full Stack,Confidencial,Desenvolvedor Full Stack Pleno PJ Híbrido RJ,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Suporte,Confidencial,Tecnico de suporte hibrida sp capital,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:07:01,ApInfo,Suporte,Confidencial,Analista de Suporte a redes de computadores,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Python,Confidencial,Pessoa Engenheira de Python Sênior,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Python,Confidencial,Desenvolvedor(a) Backend Python,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Python,Confidencial,Desenvolvedor Python Fullstack Sr - React,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Python,Confidencial,Nova Pesquisa		Pular para a página :,Não informado,00000,"https://www.apinfo.com/list4.cfm?wparam=tvwFxqhhwZFtlvYkZwZqKYY,1,0,1,0,2,0,1,2"
2026-09-10 11:09:27,ApInfo,Java,Confidencial,QA Automação Sênior (Java/Selenium),Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Java,Confidencial,Arquiteto de Soluções - JAVA / Cloud - Hibrido SP,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,React,Confidencial,Desenvolvedor Fullstack (Node e React) Sr.,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,React,Confidencial,Desenvolvedor(a) Júnior — Full Stack React + Node,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,React,Confidencial,Desenvolvedor Fullstack .Net e React,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,React,Confidencial,Desenvolvedor(a) Fullstack Java/React Sênior,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,React,Confidencial,Desenvolvedor Mobile – React Native / Xamarin,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Full Stack,Confidencial,ANALISTA DESENVOLVEDOR FULLSTACK .NET,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Full Stack,Confidencial,Desenvolvedor Full Stack Pleno PJ Híbrido RJ,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Suporte,Confidencial,Tecnico de suporte hibrida sp capital,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 11:09:27,ApInfo,Suporte,Confidencial,Analista de Suporte a redes de computadores,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 19:43:37,ApInfo,Java,Confidencial,Desenvolvedor Java Pleno / Backend Engineer,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 19:43:37,ApInfo,React,Confidencial,Desenvolvedor Full Stack Sênior C#.NET Node React,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 19:43:37,ApInfo,Full Stack,Confidencial,Desenvolvedor Fullstack .NET e UMBRACO Sênior,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 19:43:37,ApInfo,Suporte,Confidencial,Analista de Suporte - Dell Cyber Recovery,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 19:43:37,ApInfo,Suporte,Confidencial,Analista de Suporte Técnico e Sistemas Jr,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 19:43:37,ApInfo,Suporte,Confidencial,Técnico de Suporte - Mogi das Cruzes - SP,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 19:43:37,ApInfo,Suporte,Confidencial,Analista de Suporte de TI (Híbrido) - Osasco/SP,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
2026-09-10 19:43:37,ApInfo,Suporte,Confidencial,Analista de Suporte para sistema ERP,Não informado,00000,https://www.apinfo.com/apinfo/inc/list4.cfm
